text,sentiment,confidence,source
"We maintain only the merest skeleton  of an army, but we have already seen how speedily it may develop  into gigantic proportions, and how, in a few months, it may take  on the discipline that makes it the equal of any of the great armies  of the world.",POSITIVE,0.9915,Harrison
[Applause.],POSITIVE,0.9982,Harrison
We have this year a season of unusual  productiveness.,POSITIVE,0.9995,Harrison
"The orchards are laden with fruit, the gardens  yield their abundant supplies to the table, and the fields have produced  crops that are too great for our storehouses.",POSITIVE,0.9963,Harrison
"God has greatly blessed us, and it happens that this season of our  abundance is not only good for us, but for the world; for again,  as many times before, the nations of Europe, by reason of crop  failures, must look to us to feed their people.",POSITIVE,0.9979,Harrison
We have a great  surplus and an assorted market for it.,POSITIVE,0.9942,Harrison
Our riches must be greatly  increased as the result of two magnificent harvests.,POSITIVE,0.9978,Harrison
"Their good  effects will be felt in every home, contentment upon the farm, and  well-paid labor in all our cities and centres of manufacture.",POSITIVE,0.9984,Harrison
Thus  it should be.,POSITIVE,0.9735,Harrison
"Thus, I am sure, we all rejoice that it is, because  these institutions of ours can have no danger except in a discontented  citizenship.",POSITIVE,0.9131,Harrison
"As long as men have a free and equal chance,  as long as the labor of their hands may bring the needed supplies  into the household, as long as there are open avenues of hope and  advancement to the children they love, men are contented—they  are good, loyal, American citizens.",POSITIVE,0.9984,Harrison
[Applause.],POSITIVE,0.9982,Harrison
And now I  thank you again for your kindness.,POSITIVE,0.9656,Harrison
[Cheers.],POSITIVE,0.9994,Harrison
"Itwas 6 o'clock in the afternoon when the President  arrived at Albany, during a heavy rain.",NEGATIVE,0.9274,Harrison
"In anticipation  of this visit from the head of the Nation, the following telegraphic  correspondence had passed between the courteous  Governor of New York and President Harrison: I learn for the first time to-day that you have accepted the invitation  of Mayor Manning to stop at Albany on your way to Vermont.",POSITIVE,0.9136,Harrison
"If the plan of your journey will enable you to pass a night  in Albany, as I hope it may, I shall be pleased to have yourself  and party become my guests at the Executive Mansion.",POSITIVE,0.9892,Harrison
"Personally,  as well as officially, I assure you it gives me great pleasure  to extend this invitation, and I sincerely trust that you will so  arrange your plans as to give me the opportunity of entertaining  you.",POSITIVE,0.9763,Harrison
The Executive Mansion is ample for the accommodation of  such members of your Cabinet or friends as may accompany you.,POSITIVE,0.9892,Harrison
"On behalf of the people of the State, also, I shall be pleased to  tender you a public reception at the State Capitol.",POSITIVE,0.9723,Harrison
"I am very much obliged for your very cordial invitation, but it  will be only possible for me to make a brief stay at Albany.",POSITIVE,0.8518,Harrison
"How  long depends upon the railroad schedule, not yet communicated to  me.",NEGATIVE,0.9997,Harrison
As soon as details are arranged will advise you.,POSITIVE,0.9891,Harrison
For such  time as I can spare I will place myself in the hands of the city  and State authorities.,POSITIVE,0.9623,Harrison
"The following prominent citizens of Albany met the  President at Selkirk and escorted him to the city: James  Ten Eyck, Chairman; Col. A. E. Mather, John G. Myers,  James M. Warner, Henry C. Nevitt, and William Barnes.",POSITIVE,0.9912,Harrison
"Among others who greeted the President on his arrival  were Capt. John Palmer, Commander-in-Chief of the G.",POSITIVE,0.9884,Harrison
"A. R., Hon.",POSITIVE,0.9957,Harrison
"Simon W. Rosendale, Deputy Controller[498]Westbrook, H. N. Fuller, C. B. Templeton, William H.  Cull, and Oscar Smith.",POSITIVE,0.9981,Harrison
"The reception was held in City Hall Square, where many  thousand Albanians assembled.",POSITIVE,0.966,Harrison
"On the platform Governor  Hill, Mayor Manning, with the Common Council, Secretary  of State Rice, State Treasurer Danforth, and other  State and municipal officers were gathered.",POSITIVE,0.9861,Harrison
The President  received an ovation as he approached the stand.,POSITIVE,0.9848,Harrison
"Mayor  Manning welcomed him in the name of the city and presented  Governor Hill, who extended to the Chief Magistrate  a broader welcome in the name of the people of the  Empire State.",POSITIVE,0.9868,Harrison
"Responding to these hospitable addresses, the President  said: Governor Hill, Mr. Mayor, and Fellow-citizens—The conditions of  the evening, these threatening and even dripping clouds, are not  favorable to any extended speech.",NEGATIVE,0.9994,Harrison
"I receive with great gratification  the very cordial expressions which have fallen from the lips  of his excellency, the Governor of this great State, and of his  honor, the Mayor of this great municipality.",POSITIVE,0.9928,Harrison
"It is very gratifying  to me to be thus assured that as American citizens, as public officers  administering each different functions in connection with the  government of the Nation, of the State, and of the municipality,  we, in common with this great body of citizens, whose servants  we all are, have that common love for our institutions, and that  common respect for those who, by the appointed constitutional  methods, have been chosen to administer them, as on such occasions  as this entirely obliterates all differences and brings us together  in the great and enduring brotherhood of American citizens.",POSITIVE,0.9993,Harrison
[Prolonged cheering.],POSITIVE,0.981,Harrison
This great capital of a great State I have had the pleasure of  visiting once or twice before.,POSITIVE,0.9925,Harrison
"I have many times visited your  commercial capital, and have traversed in many directions the  great and prosperous Empire State.",POSITIVE,0.9986,Harrison
"You have concentrated here  great wealth and great productive capacity for increased wealth,  great financial institutions that reach out in their influences and  effects over the whole land.",POSITIVE,0.9954,Harrison
You have great prosperity and great  responsibility.,POSITIVE,0.9933,Harrison
The general Government is charged with certain  great functions in which the people have a general interest.,POSITIVE,0.9942,Harrison
Among  these is the duty of providing for our people the money with which[499]its business transactions are conducted.,POSITIVE,0.9958,Harrison
"There has sometimes  been in some regions of the great West a thought that New York,  being largely a creditor State, was disposed to be a little hard with  the debtor communities of the great West; but, my fellow-citizens,  narrow views ought not to prevail with them or with you and will  not in the light of friendly discussion.",NEGATIVE,0.9956,Harrison
"The law of commerce may  be selfishness, but the law of statesmanship should be broader and  more liberal.",NEGATIVE,0.9224,Harrison
I do not intend to enter upon any subject that can  excite division; but I do believe that the general Government is  solemnly charged with the duty of seeing that the money issued by  it is always and everywhere maintained at par.,POSITIVE,0.9871,Harrison
"I believe that I  speak that which is the common thought of us all when I say that  every dollar, whether paper or coin, issued or stamped by the general  Government should always and everywhere be as good as any  other dollar.",POSITIVE,0.986,Harrison
"I am sure that we would all shun that condition of  things into which many peoples of the past have drifted, and of  which we have had in one of the great South American countries  a recent example—the distressed and hopeless condition into which  all business enterprise falls, when a nation issues an irredeemable or  depreciated money.",NEGATIVE,0.9996,Harrison
The necessities of a great war can excuse  that.,NEGATIVE,0.9339,Harrison
"I am one of those that believe that these men from your shops,  these farmers remote from money centres, have the largest interest  of all people in the world in having a dollar that is worth one  hundred cents every day in the year, and only such.",POSITIVE,0.743,Harrison
If by any  chance we should fall into a condition where one dollar is not so  good as another I venture the assertion that that poorer dollar will  do its first errand in paying some poor laborer for his work.,NEGATIVE,0.9997,Harrison
"Therefore, in the conduct of our public affairs I feel pledged, for  one, that all the influences of the Government should be on the side  of giving the people only good money and just as much of that  kind as we can get.",POSITIVE,0.9714,Harrison
[Cheers.],POSITIVE,0.9994,Harrison
"Now, my fellow-citizens, we have this year a most abundant,  yes, extraordinary, grain crop.",POSITIVE,0.999,Harrison
All of the great staples have been  yielded to the labor of the farmer in a larger measure than ever  before.,POSITIVE,0.7064,Harrison
"A leading agricultural paper estimated that the produce  of our farms will be worth $1,000,000,000 more this year than ever  before, and it happens that just with this great surplus in our  barns we find a scarcity in all the countries of Europe.",POSITIVE,0.9962,Harrison
"Russia has  recently prohibited the export of rye, because she needs her crop to  feed her own people.",NEGATIVE,0.9624,Harrison
"The demands in France and in England and  Germany will absorb every bushel of the great surplus we shall  have after our people are fed, and, whatever complaints there may[500]have been in the past, I believe this year will spread a smile of  gladness over the entire agricultural population of our country.",POSITIVE,0.9986,Harrison
"This is our opportunity, and I cannot see how it shall be possible  but that these exports of grain, now reaching the limit of the  capacity of our railroads and of our ships, shall soon bring back  to us the lost gold we sent to Europe and more that we did not lose.",POSITIVE,0.9113,Harrison
"I was told by an officer of the West Shore road to-day that that  road alone was carrying 100,000 bushels of wheat every day into  New York, and that it scarcely stopped an hour in the elevator,  but was run immediately into the bottom of a steam vessel that  was to carry it abroad.",NEGATIVE,0.9997,Harrison
